Note: [none]
Total # of Iterations:	1e+05	
Sample size:	253	
Maximum likelihood:	# Parameters:	AIC corr:	AIC:	Slope:	R2:
100.3926	5	-190.5423	-190.7853	0.9900758	0.4049108	
Model:	mcombrat5
PDF:	dnorm
Support interval range:	2

Varying parameters:
Label	MLE	Lower S.I.	Upper S.I.	Std Err	Lower Bound	Upper Bound	Final step size
MR	0.6701942	0	1	2.929921	0	1	1	
OTmed	5.052294	5	20	23.67753	5	20	15	
Tb	4.752409	0.01	5	10.77818	0.01	5	4.99	
Popt	926.9721	300	1000	1282.156	300	1000	700	
Pb	594.7142	0	600	1388.709	0	600	600	

Non-varying parameters:
Label	Value
mean	predicted	
x	rat	
prec	prec	
tmed	tmed	


Annealing regime:
Initial temp	Rt	ns	nt
5	0.975	20	100

Variance - Covariance Matrix:
	MR	OTmed	Tb	Popt	Pb
MR	8.58444	-60.03818	3.098503	-90.85555	1300.518	
OTmed	-60.03818	560.6256	-138.9385	1254.243	-6615.799	
Tb	3.098503	-138.9385	116.1691	1719.663	-3373.051	
Popt	-90.85555	1254.243	1719.663	1643924	1093612	
Pb	1300.518	-6615.799	-3373.051	1093612	1928511	

Source data
rat	tmed	prec	predicted	
0.4759616	11.81506	559.2	0.2011127	
0.3003152	11.736	635.5	0.2210767	
0.3938742	11.01136	759.1	0.2934153	
0.3736255	10.63505	561.4	0.2782871	
0.1600306	10.74701	308.2	0.1902537	
0.1650547	10.92373	499.1	0.2411863	
0.1405044	10.65338	426.4	0.2348186	
0.2793442	10.13953	728.2	0.3573717	
0.2575962	11.37159	889.7	0.2763165	
0.2420352	10.44594	1428.5	0.2466454	
0.2945809	10.68331	609.9	0.2881486	
0.1342082	10.97178	552.5	0.2530524	
0.2948654	10.09672	584.9	0.3233748	
0.1885472	10.88113	484	0.2393708	
0.1472617	11.48234	368.1	0.1725531	
0.1241091	10.91439	590.5	0.2668693	
0.1573864	11.61667	368.8	0.1661957	
0.2249388	9.9215	1022.5	0.3914229	
0.6260474	10.40382	555.4	0.2924734	
0.4121322	10.34639	631.3	0.3184621	
0.5715017	9.428958	758.4	0.4212953	
0.5446219	9.050484	565.1	0.3909393	
0.4744601	9.207542	312.2	0.268012	
0.5349582	9.288868	502.9	0.3493189	
0.3405907	8.983948	437	0.3389897	
0.5210497	8.392047	716.7	0.4918303	
0.4548816	9.816253	887.9	0.4046312	
0.5954203	8.801879	1421.6	0.3473906	
0.5923556	8.94437	601.7	0.4126672	
0.4001922	9.426972	561.4	0.3632028	
0.4739078	8.407901	576.1	0.4388898	
0.4527148	9.156835	494.8	0.3544478	
0.4141188	9.872912	359.5	0.2541361	
0.4945938	9.220841	619.1	0.3989675	
0.4601859	10.06176	364.9	0.2460156	
0.5061606	8.12988	1009.9	0.5381637	
0.1543426	15.39656	208.4	0.03022715	
0.1832787	15.09243	217.7	0.03533095	
0.1523323	14.97087	213.4	0.03695956	
0.3161728	14.6502	319	0.0517105	
0.1251806	14.48524	101.8	0.03569848	
0.08662605	15.12706	260.6	0.03781744	
0.1073976	14.68435	167.7	0.03804151	
0.1177354	14.63184	256.5	0.04654855	
0.1325189	15.36337	325.7	0.03819797	
0.4343702	14.5268	436.6	0.06538957	
0.2418193	15.04664	203.2	0.0350122	
0.01669328	15.13608	207.8	0.03396468	
0.1009567	14.43493	181.3	0.04349335	
0.03109615	15.50237	142.9	0.02505054	
0.1053782	15.65799	223.7	0.02761194	
0.1208357	15.34972	283	0.03565332	
0.1397098	15.58787	140.1	0.02392575	
0.08104308	14.57152	337.8	0.05518953	
0.04561179	15.32993	104.8	0.02486614	
0.09793627	15.80108	199.5	0.02457318	
0.06287278	15.51106	240	0.03053281	
0.1351467	16.53306	303.7	0.02091361	
0.09732386	13.31781	361.6	0.09399432	
0.1655779	13.11083	330.5	0.09625022	
0.1609994	12.85564	327.3	0.1047054	
0.1874337	12.68337	348.6	0.1150639	
0.0406339	12.70888	144.9	0.07709897	
0.07405498	12.9846	327.7	0.1001738	
0.05920739	12.51785	332.5	0.1184052	
0.03349928	12.51045	265.6	0.1054025	
0.09358744	13.48725	358.1	0.08779263	
0.1480221	12.65853	484.3	0.1411383	
0.1508633	12.93468	330.9	0.1024925	
0.04389473	12.90525	290	0.09642337	
0.1161283	12.39118	215.9	0.09952681	
0.04617053	13.19346	222.2	0.07656154	
0.07283431	13.34513	214.1	0.07128463	
0.03174495	13.01616	274	0.09008343	
0.08635824	13.70839	171.4	0.05692513	
0.08286346	12.15359	395.5	0.1472097	
0.07499991	13.21725	204.7	0.07327365	
0.07621066	13.56741	275.8	0.07391742	
0.04650233	13.33447	196.6	0.06905395	
0.07267583	14.66723	254.4	0.04567134	
0.1684874	14.31136	202.9	0.0478698	
0.1775987	14.03289	222.2	0.0556963	
0.1766173	13.75783	199	0.05918212	
0.2561497	13.44531	323.2	0.08416218	
0.08581704	13.29281	107.3	0.05765306	
0.08165883	13.85621	266.1	0.06498955	
0.1181447	13.40368	171.8	0.06390008	
0.1629166	13.29086	260.9	0.07966057	
0.1210237	14.15875	320.7	0.06356597	
0.1912346	13.24589	436.9	0.1079635	
0.1455412	13.70181	203.9	0.06108048	
0.02651434	13.9476	211.9	0.05642947	
0.05568562	13.13108	176.2	0.07122477	
0.03503488	14.17628	142.3	0.04444286	
0.05777684	14.40997	229.5	0.0484872	
0.02008387	14.03355	296	0.06400813	
0.07143941	14.3783	143.1	0.04099546	
0.06278213	13.19144	331.5	0.09366549	
0.1573845	13.22271	366.4	0.09804983	
0.09247242	13.00417	344.7	0.102352	
0.1796374	12.71884	354.1	0.1147123	
0.1271469	12.64827	327.9	0.1124899	
0.04003083	12.66909	147.1	0.07852387	
0.1220973	12.90435	370.9	0.1105542	
0.05457975	12.35925	318.7	0.1218163	
0.09209923	12.24473	298.7	0.1220358	
0.08777828	13.21941	476.6	0.1149119	
0.147539	12.50525	561.7	0.1622674	
0.1625557	12.83743	271.4	0.09541548	
0.04442081	13.05593	276.6	0.08925236	
0.1986661	12.1365	382	0.1449923	
0.08226787	13.12328	258.1	0.08418342	
0.07064392	13.41941	213.9	0.06933026	
0.03355328	13.12578	313.9	0.09305858	
0.07154471	13.75114	200	0.05945699	
0.09808652	12.33429	448.9	0.1499847	
0.04748416	13.37264	267.3	0.07824056	
0.1259869	13.44884	321.5	0.08380776	
0.05763474	13.45395	199.8	0.06650987	
0.1068164	12.74955	359.4	0.1144945	
0.1348452	12.55089	335.1	0.1176282	
0.149858	12.19674	348.1	0.1348077	
0.1437259	12.10822	338	0.1363194	
0.04349623	12.14503	141.1	0.09190694	
0.09018941	12.34522	353.4	0.1296743	
0.07338176	11.82288	322.3	0.1448718	
0.04840161	11.73981	285.4	0.1391551	
0.1039761	12.75106	446.3	0.1301631	
0.1173053	11.96879	541	0.1882781	
0.1305473	12.25463	292.8	0.1203771	
0.03379989	12.49898	277.9	0.1082404	
0.1174534	11.61853	326.3	0.1549341	
0.05003962	12.56447	252.3	0.1009636	
0.09789741	12.8414	218.7	0.08607895	
0.03536019	12.54195	304.8	0.1119992	
0.04882452	13.19164	199.1	0.0731101	
0.07868437	11.68466	445.6	0.182394	
0.04198474	12.74521	252.4	0.09502232	
0.09480179	12.92051	323.4	0.1016983	
0.07480113	12.89171	202.2	0.08181237	
0.26936	12.25136	360.2	0.1351114	
0.189034	12.06719	341.6	0.1389007	
0.3093132	11.65683	355.5	0.1608093	
0.2482097	11.55707	326.3	0.1577143	
0.04001177	11.61297	147.8	0.1095543	
0.1178683	11.78407	362.9	0.1567309	
0.0556492	11.27962	322	0.1692977	
0.1127203	11.05442	335.5	0.1840974	
0.1548122	12.19787	532	0.1735848	
0.2486419	11.4048	666.6	0.2492249	
0.3110653	11.72189	305.6	0.1450316	
0.0837598	11.98467	334.9	0.1409051	
0.228604	11.00224	425	0.2143519	
