Note: [none]
Total # of Iterations:	1e+05	
Sample size:	253	
Maximum likelihood:	# Parameters:	AIC corr:	AIC:	Slope:	R2:
100.2723	3	-194.4482	-194.5446	1.002424	0.2697105	
Model:	mprecrat1
PDF:	dnorm
Support interval range:	2

Varying parameters:
Label	MLE	Lower S.I.	Upper S.I.	Std Err	Lower Bound	Upper Bound	Final step size
MR	0.3697319	0	0.7841955	0.4354748	0	1	1	
Popt	961.028	405.7645	1000	1052.548	300	1000	700	
Pb	469.6392	0	600	685.44	0	600	600	

Non-varying parameters:
Label	Value
mean	predicted	
x	rat	
tmed	tmed	


Annealing regime:
Initial temp	Rt	ns	nt
5	0.975	20	100

Variance - Covariance Matrix:
	MR	Popt	Pb
MR	0.1896383	251.1254	42.55382	
Popt	251.1254	1107858	630072.6	
Pb	42.55382	630072.6	469828	

Source data
rat	prec	predicted	
0.4759616	559.2	0.2564013	
0.3003152	635.5	0.290776	
0.3938742	759.1	0.3370879	
0.3736255	561.4	0.2574282	
0.1600306	308.2	0.1407015	
0.1650547	499.1	0.2279355	
0.1405044	426.4	0.1934121	
0.2793442	728.2	0.3269769	
0.2575962	889.7	0.3654921	
0.2420352	1428.5	0.2252886	
0.2945809	609.9	0.2795788	
0.1342082	552.5	0.2532648	
0.2948654	584.9	0.2682899	
0.1885472	484	0.2207258	
0.1472617	368.1	0.1666344	
0.1241091	590.5	0.270845	
0.1573864	368.8	0.1669481	
0.2249388	1022.5	0.3665782	
0.6260474	555.4	0.254624	
0.4121322	631.3	0.2889676	
0.5715017	758.4	0.3368715	
0.5446219	565.1	0.2591518	
0.4744601	312.2	0.1423721	
0.5349582	502.9	0.2297492	
0.3405907	437	0.1983955	
0.5210497	716.7	0.3229347	
0.4548816	887.9	0.3652767	
0.5954203	1421.6	0.2285828	
0.5923556	601.7	0.2759108	
0.4001922	561.4	0.2574282	
0.4739078	576.1	0.2642474	
0.4527148	494.8	0.2258825	
0.4141188	359.5	0.1627988	
0.4945938	619.1	0.2836493	
0.4601859	364.9	0.1652032	
0.5061606	1009.9	0.3677354	
0.1543426	208.4	0.1023777	
0.1832787	217.7	0.105658	
0.1523323	213.4	0.1041335	
0.3161728	319	0.1452335	
0.1251806	101.8	0.06934908	
0.08662605	260.6	0.1215852	
0.1073976	167.7	0.08876844	
0.1177354	256.5	0.1200078	
0.1325189	325.7	0.1480787	
0.4343702	436.6	0.1982069	
0.2418193	203.2	0.1005709	
0.01669328	207.8	0.1021682	
0.1009567	181.3	0.09317964	
0.03109615	142.9	0.08107987	
0.1053782	223.7	0.1078074	
0.1208357	283	0.1304008	
0.1397098	140.1	0.0802407	
0.08104308	337.8	0.15328	
0.04561179	104.8	0.07016288	
0.09793627	199.5	0.09929737	
0.06287278	240	0.1137763	
0.1351467	303.7	0.1388335	
0.09732386	361.6	0.1637323	
0.1655779	330.5	0.1501325	
0.1609994	327.3	0.1487619	
0.1874337	348.6	0.1579879	
0.0406339	144.9	0.08168286	
0.07405498	327.7	0.1489329	
0.05920739	332.5	0.1509919	
0.03349928	265.6	0.1235242	
0.09358744	358.1	0.1621777	
0.1480221	484.3	0.2208691	
0.1508633	330.9	0.1503042	
0.04389473	290	0.1332225	
0.1161283	215.9	0.1050182	
0.04617053	222.2	0.1072676	
0.07283431	214.1	0.1043807	
0.03174495	274	0.1268192	
0.08635824	171.4	0.08995491	
0.08286346	395.5	0.1790668	
0.07499991	204.7	0.1010901	
0.07621066	275.8	0.1275313	
0.04650233	196.6	0.09830621	
0.07267583	254.4	0.1192043	
0.1684874	202.9	0.1004673	
0.1775987	222.2	0.1072676	
0.1766173	199	0.09912604	
0.2561497	323.2	0.1470141	
0.08581704	107.3	0.07084613	
0.08165883	266.1	0.123719	
0.1181447	171.8	0.09008379	
0.1629166	260.9	0.1217011	
0.1210237	320.7	0.145953	
0.1912346	436.9	0.1983483	
0.1455412	203.9	0.100813	
0.02651434	211.9	0.1036048	
0.05568562	176.2	0.09150931	
0.03503488	142.3	0.08089955	
0.05777684	229.5	0.1099097	
0.02008387	296	0.1356656	
0.07143941	143.1	0.08114003	
0.06278213	331.5	0.1505619	
0.1573845	366.4	0.1658735	
0.09247242	344.7	0.1562809	
0.1796374	354.1	0.1604082	
0.1271469	327.9	0.1490184	
0.04003083	147.1	0.08234961	
0.1220973	370.9	0.1678904	
0.05457975	318.7	0.1451067	
0.09209923	298.7	0.1367723	
0.08777828	476.6	0.2171944	
0.147539	561.7	0.2575681	
0.1625557	271.4	0.1257943	
0.04442081	276.6	0.1278485	
0.1986661	382	0.172903	
0.08226787	258.1	0.120622	
0.07064392	213.9	0.10431	
0.03355328	313.9	0.1430849	
0.07154471	200	0.09946888	
0.09808652	448.9	0.2040193	
0.04748416	267.3	0.1241872	
0.1259869	321.5	0.1462922	
0.05763474	199.8	0.09940025	
0.1068164	359.4	0.1627544	
0.1348452	335.1	0.1521125	
0.149858	348.1	0.1577687	
0.1437259	338	0.1533666	
0.04349623	141.1	0.08053973	
0.09018941	353.4	0.1600993	
0.07338176	322.3	0.1466317	
0.04840161	285.4	0.1313647	
0.1039761	446.3	0.2027882	
0.1173053	541	0.2478529	
0.1305473	292.8	0.1343598	
0.03379989	277.9	0.1283648	
0.1174534	326.3	0.1483347	
0.05003962	252.3	0.1184038	
0.09789741	218.7	0.1060144	
0.03536019	304.8	0.139289	
0.04882452	199.1	0.09916029	
0.07868437	445.6	0.202457	
0.04198474	252.4	0.1184419	
0.09480179	323.4	0.1470991	
0.07480113	202.2	0.1002257	
0.26936	360.2	0.1631097	
0.189034	341.6	0.1549296	
0.3093132	355.5	0.1610267	
0.2482097	326.3	0.1483347	
0.04001177	147.8	0.08256252	
0.1178683	362.9	0.1643111	
0.0556492	322	0.1465043	
0.1127203	335.5	0.1522852	
0.1548122	532	0.2435963	
0.2486419	666.6	0.3037671	
0.3110653	305.6	0.1396207	
0.0837598	334.9	0.1520262	
0.228604	425	0.192756	
0.1205257	333.6	0.1514656	
0.1291197	260.8	0.1216624	
0.06625869	382.1	0.1729484	
0.09849051	207.7	0.1021333	
0.5828131	368.2	0.1666792	
0.3738774	349.9	0.1585587	
0.5811849	390.2	0.1766386	
0.5059657	373.1	0.1688797	
0.07626182	163	0.08727603	
0.2310098	373.2	0.1689247	
0.1078383	333.4	0.1513794	
0.1626592	376.8	0.1705483	
0.29091	612.7	0.2808229	
0.4185128	799.9	0.3485993	
0.478777	353.3	0.1600552	
0.2128957	371.2	0.1680252	
0.4040281	454	0.2064374	
0.197504	385.2	0.1743576	
0.2710632	295.9	0.1356247	
0.1525367	444.8	0.2020785	
0.1960562	231.9	0.1107867	
0.3262517	506.9	0.2316576	
0.138568	279.3	0.128922	
0.2202332	318.8	0.1451489	
0.1085746	359	0.1625769	
0.1229677	336.2	0.1525877	
0.1445175	350.7	0.1589103	
0.127417	340.7	0.1545382	
0.04128587	143.3	0.08120022	
0.09253699	355.1	0.1608499	
0.09946053	322.9	0.1468866	
0.0596355	297.7	0.1363619	
0.1932361	458.8	0.208717	
0.2550653	572.6	0.2626309	
0.237985	302.1	0.1381723	
0.07283805	288.3	0.1325343	
0.1092085	335.8	0.1524148	
0.06899374	270.5	0.1254406	
0.09069465	228.8	0.1096547	
0.04204381	323.4	0.1470991	
0.1004605	201.1	0.09984686	
0.0970911	452.6	0.2057732	
0.06027039	256.5	0.1200078	
0.1406959	322.7	0.1468016	
0.1143764	203.9	0.100813	
0.07969127	358.8	0.1624881	
0.0690587	335.6	0.1523284	
0.09859162	351.5	0.1592622	
0.06142529	346.2	0.1569366	
0.01988913	144.3	0.08150165	
0.0460038	355.8	0.1611593	
0.03301357	320.7	0.145953	
0.02011435	299.2	0.1369777	
