Note: [none]
Total # of Iterations:	1e+05	
Sample size:	253	
Maximum likelihood:	# Parameters:	AIC corr:	AIC:	Slope:	R2:
-233.92	5	478.0829	477.84	1.030997	0.379574	
Model:	mtrat4
PDF:	dnorm
Support interval range:	2

Varying parameters:
Label	MLE	Lower S.I.	Upper S.I.	Std Err	Lower Bound	Upper Bound	Final step size
MR	0.9893889	0.3363922	1	N/A	0	1	1	
p1	0.3093535	0	0.4	N/A	0	0.4	0.4	
b	1	1.5	1	N/A	1.5	1	-8.82998e+223	
c	-0.4978371	-1.164818	-0.2412354	N/A	-2	2	4	
d	8.226273	5.593866	9.803646	N/A	0	20	20	

Non-varying parameters:
Label	Value
mean	predicted	
x	rat	
tmed	tmed	
log	TRUE	


Annealing regime:
Initial temp	Rt	ns	nt
5	0.975	20	100

Variance - Covariance Matrix:
[could not be calculated - Hessian matrix is singular]

Source data
rat	tmed	predicted	
0.4759616	11.81506	0.1419635	
0.3003152	11.736	0.146817	
0.3938742	11.01136	0.1978418	
0.3736255	10.63505	0.2291637	
0.1600306	10.74701	0.2194959	
0.1650547	10.92373	0.2048375	
0.1405044	10.65338	0.2275609	
0.2793442	10.13953	0.2754304	
0.2575962	11.37159	0.1709742	
0.2420352	10.44594	0.2461584	
0.2945809	10.68331	0.2249601	
0.1342082	10.97178	0.2009792	
0.2948654	10.09672	0.2796857	
0.1885472	10.88113	0.2083035	
0.1472617	11.48234	0.1633169	
0.1241091	10.91439	0.2055943	
0.1573864	11.61667	0.1544007	
0.2249388	9.9215	0.2975134	
0.6260474	10.40382	0.2500562	
0.4121322	10.34639	0.2554364	
0.5715017	9.428958	0.3508687	
0.5446219	9.050484	0.3946026	
0.4744601	9.207542	0.3762094	
0.5349582	9.288868	0.3668163	
0.3405907	8.983948	0.4024861	
0.5210497	8.392047	0.4742928	
0.4548816	9.816253	0.3085268	
0.5954203	8.801879	0.4242962	
0.5923556	8.94437	0.4071989	
0.4001922	9.426972	0.3510926	
0.4739078	8.407901	0.4723442	
0.4527148	9.156835	0.3821127	
0.4141188	9.872912	0.3025701	
0.4945938	9.220841	0.3746669	
0.4601859	10.06176	0.2831909	
0.5061606	8.12988	0.5065619	
0.1543426	15.39656	0.02710379	
0.1832787	15.09243	0.03139388	
0.1523323	14.97087	0.03328663	
0.3161728	14.6502	0.03882217	
0.1251806	14.48524	0.04200385	
0.08662605	15.12706	0.03087414	
0.1073976	14.68435	0.03819284	
0.1177354	14.63184	0.03916443	
0.1325189	15.36337	0.02754281	
0.4343702	14.5268	0.04117951	
0.2418193	15.04664	0.03209439	
0.01669328	15.13608	0.03074	
0.1009567	14.43493	0.04302281	
0.03109615	15.50237	0.02574932	
0.1053782	15.65799	0.02387608	
0.1208357	15.34972	0.02772537	
0.1397098	15.58787	0.0247031	
0.08104308	14.57152	0.04030966	
0.04561179	15.32993	0.02799213	
0.09793627	15.80108	0.02227138	
0.06287278	15.51106	0.02564105	
0.1351467	16.53306	0.0155769	
0.09732386	13.31781	0.07267788	
0.1655779	13.11083	0.07992881	
0.1609994	12.85564	0.08977388	
0.1874337	12.68337	0.09702478	
0.0406339	12.70888	0.09591913	
0.07405498	12.9846	0.08466942	
0.05920739	12.51785	0.1044785	
0.03349928	12.51045	0.1048234	
0.09358744	13.48725	0.06719804	
0.1480221	12.65853	0.09811215	
0.1508633	12.93468	0.08661327	
0.04389473	12.90525	0.08777838	
0.1161283	12.39118	0.1105195	
0.04617053	13.19346	0.0769582	
0.07283431	13.34513	0.07176723	
0.03174495	13.01616	0.0834609	
0.08635824	13.70839	0.06062192	
0.08286346	12.15359	0.1226755	
0.07499991	13.21725	0.07612169	
0.07621066	13.56741	0.06474108	
0.04650233	13.33447	0.07212135	
0.07267583	14.66723	0.0385071	
0.1684874	14.31136	0.04562673	
0.1775987	14.03289	0.05205453	
0.1766173	13.75783	0.05923632	
0.2561497	13.44531	0.06851758	
0.08581704	13.29281	0.07352026	
0.08165883	13.85621	0.05656675	
0.1181447	13.40368	0.06985122	
0.1629166	13.29086	0.07358654	
0.1210237	14.15875	0.04904973	
0.1912346	13.24589	0.07512609	
0.1455412	13.70181	0.06080848	
0.02651434	13.9476	0.05418869	
0.05568562	13.13108	0.07919134	
0.03503488	14.17628	0.04864447	
0.05777684	14.40997	0.04353712	
0.02008387	14.03355	0.05203836	
0.07143941	14.3783	0.04419795	
0.06278213	13.19144	0.07702944	
0.1573845	13.22271	0.07593088	
0.09247242	13.00417	0.08391788	
0.1796374	12.71884	0.09549047	
0.1271469	12.64827	0.09856465	
0.04003083	12.66909	0.09764885	
0.1220973	12.90435	0.08781416	
0.05457975	12.35925	0.1120894	
0.09209923	12.24473	0.1178824	
0.08777828	13.21941	0.07604643	
0.147539	12.50525	0.1050658	
0.1625557	12.83743	0.09051689	
0.04442081	13.05593	0.0819602	
0.1986661	12.1365	0.1235927	
0.08226787	13.12328	0.07947477	
0.07064392	13.41941	0.06934441	
0.03355328	13.12578	0.07938386	
0.07154471	13.75114	0.059422	
0.09808652	12.33429	0.1133308	
0.04748416	13.37264	0.07086084	
0.1259869	13.44884	0.06840544	
0.05763474	13.45395	0.06824371	
0.1068164	12.74955	0.09417955	
0.1348452	12.55089	0.1029515	
0.149858	12.19674	0.1203859	
0.1437259	12.10822	0.1251235	
0.04349623	12.14503	0.1231344	
0.09018941	12.34522	0.1127857	
0.07338176	11.82288	0.141491	
0.04840161	11.73981	0.1465801	
0.1039761	12.75106	0.09411557	
0.1173053	11.96879	0.1329095	
0.1305473	12.25463	0.1173715	
0.03379989	12.49898	0.1053593	
0.1174534	11.61853	0.1542801	
0.05003962	12.56447	0.1023292	
0.09789741	12.8414	0.09035461	
0.03536019	12.54195	0.1033627	
0.04882452	13.19164	0.07702256	
0.07868437	11.68466	0.1500417	
0.04198474	12.74521	0.09436373	
0.09480179	12.92051	0.08717237	
0.07480113	12.89171	0.08831886	
0.26936	12.25136	0.1175398	
0.189034	12.06719	0.1273734	
0.3093132	11.65683	0.1518135	
0.2482097	11.55707	0.1583067	
0.04001177	11.61297	0.1546408	
0.1178683	11.78407	0.1438498	
0.0556492	11.27962	0.1775469	
0.1127203	11.05442	0.1944713	
0.1548122	12.19787	0.120326	
0.2486419	11.4048	0.1686486	
0.3110653	11.72189	0.1476971	
0.0837598	11.98467	0.1320025	
0.228604	11.00224	0.1985619	
0.1205257	11.95345	0.1337906	
0.1291197	12.41273	0.1094705	
0.06625869	11.93446	0.1348881	
0.09849051	12.7014	0.09624218	
0.5828131	11.36156	0.1716819	
0.3738774	11.2134	0.1824007	
0.5811849	10.68792	0.2245618	
0.5059657	10.54402	0.2372401	
0.07626182	10.63039	0.2295728	
0.2310098	10.73044	0.2209088	
0.1078383	10.28368	0.2613964	
0.1626592	9.905245	0.2991997	
0.29091	11.18799	0.1842901	
0.4185128	10.32817	0.2571587	
0.478777	10.55143	0.2365756	
0.2128957	10.89882	0.2068596	
0.4040281	9.824873	0.3076164	
0.197504	10.75392	0.2189093	
0.2710632	11.31034	0.1753301	
0.1525367	10.71864	0.2219179	
0.1960562	11.61003	0.1548322	
0.3262517	10.01994	0.2874182	
0.138568	11.08017	0.1924759	
0.2202332	11.42356	0.1673463	
0.1085746	12.07944	0.126698	
0.1229677	11.90305	0.1367202	
0.1445175	11.48727	0.1629826	
0.127417	11.36707	0.1712929	
0.04128587	11.44162	0.1660997	
0.09253699	11.5831	0.1565913	
0.09946053	11.09165	0.1915911	
0.0596355	10.91769	0.2053265	
0.1932361	12.02929	0.1294819	
0.2550653	11.21354	0.1823903	
0.237985	11.43551	0.1665208	
0.07283805	11.72606	0.1474366	
0.1092085	10.77581	0.2170568	
0.06899374	11.70423	0.1488052	
