Note: [none]
Total # of Iterations:	50000	
Sample size:	253	
Maximum likelihood:	# Parameters:	AIC corr:	AIC:	Slope:	R2:
100.4421	5	-190.6413	-190.8843	1.025201	0.4578123	
Model:	mt4
PDF:	dnorm
Support interval range:	2

Varying parameters:
Label	MLE	Lower S.I.	Upper S.I.	Std Err	Lower Bound	Upper Bound	Final step size
MR	0.524418	0	1	1.326754	0	1	1	
a	0.1949012	-0.1761925	0.5	0.4420188	-0.5	0.5	1	
b	1	1.5	1	NaN	1.5	1	-8.563083e+265	
c	-1.580641	-2	-0.03296189	NaN	-2	2	4	
d	9.697722	0	11.55213	NaN	0	20	20	

Non-varying parameters:
Label	Value
mean	predicted	
x	rat	
tmed	tmed	


Annealing regime:
Initial temp	Rt	ns	nt
5	0.975	20	100

Variance - Covariance Matrix:
	MR	a	b	c	d
MR	1.760276	-0.6056788	-2.705496	1.096148	-1.33203	
a	-0.6056788	0.1953806	2.012048	2.004309	-1.509915	
b	-2.705496	2.012048	-6.212536	-31.45579	18.85055	
c	1.096148	2.004309	-31.45579	-67.80613	45.11447	
d	-1.33203	-1.509915	18.85055	45.11447	-22.87917	

Source data
rat	tmed	predicted	
0.4759616	11.81506	0.1200407	
0.3003152	11.736	0.1223233	
0.3938742	11.01136	0.1606362	
0.3736255	10.63505	0.1993263	
0.1600306	10.74701	0.1860937	
0.1650547	10.92373	0.1682238	
0.1405044	10.65338	0.1970546	
0.2793442	10.13953	0.2764113	
0.2575962	11.37159	0.1369519	
0.2420352	10.44594	0.2252248	
0.2945809	10.68331	0.1934339	
0.1342082	10.97178	0.1639642	
0.2948654	10.09672	0.2843695	
0.1885472	10.88113	0.172208	
0.1472617	11.48234	0.1316865	
0.1241091	10.91439	0.169081	
0.1573864	11.61667	0.1263065	
0.2249388	9.9215	0.3185229	
0.6260474	10.40382	0.2316037	
0.4121322	10.34639	0.2406536	
0.5715017	9.428958	0.4192916	
0.5446219	9.050484	0.4879539	
0.4744601	9.207542	0.4612042	
0.5349582	9.288868	0.4463145	
0.3405907	8.983948	0.4984129	
0.5210497	8.392047	0.5675441	
0.4548816	9.816253	0.3399271	
0.5954203	8.801879	0.5242148	
0.5923556	8.94437	0.5043756	
0.4001922	9.426972	0.419685	
0.4739078	8.407901	0.5662175	
0.4527148	9.156835	0.4701434	
0.4141188	9.872912	0.3283445	
0.4945938	9.220841	0.4588145	
0.4601859	10.06176	0.2909938	
0.5061606	8.12988	0.5860372	
0.1543426	15.39656	0.1022739	
0.1832787	15.09243	0.1023135	
0.1523323	14.97087	0.1023355	
0.3161728	14.6502	0.1024185	
0.1251806	14.48524	0.1024807	
0.08662605	15.12706	0.102308	
0.1073976	14.68435	0.1024076	
0.1177354	14.63184	0.1024247	
0.1325189	15.36337	0.1022774	
0.4343702	14.5268	0.1024635	
0.2418193	15.04664	0.1023213	
0.01669328	15.13608	0.1023066	
0.1009567	14.43493	0.1025031	
0.03109615	15.50237	0.102264	
0.1053782	15.65799	0.1022522	
0.1208357	15.34972	0.1022788	
0.1397098	15.58787	0.1022571	
0.08104308	14.57152	0.1024462	
0.04561179	15.32993	0.102281	
0.09793627	15.80108	0.1022436	
0.06287278	15.51106	0.1022633	
0.1351467	16.53306	0.1022203	
0.09732386	13.31781	0.1039205	
0.1655779	13.11083	0.1045796	
0.1609994	12.85564	0.1057492	
0.1874337	12.68337	0.1068472	
0.0406339	12.70888	0.1066655	
0.07405498	12.9846	0.1051001	
0.05920739	12.51785	0.1082181	
0.03349928	12.51045	0.108288	
0.09358744	13.48725	0.1035195	
0.1480221	12.65853	0.1070311	
0.1508633	12.93468	0.105336	
