Note: [none]
Total # of Iterations:	1e+05	
Sample size:	253	
Maximum likelihood:	# Parameters:	AIC corr:	AIC:	Slope:	R2:
100.4436	4	-192.7259	-192.8872	0.9863713	0.4600062	
Model:	mtrat6
PDF:	dnorm
Support interval range:	2

Varying parameters:
Label	MLE	Lower S.I.	Upper S.I.	Std Err	Lower Bound	Upper Bound	Final step size
MR	0.5854267	0	1	1.096838	0	1	1	
b	0.1822543	0	0.2	0.5045905	0	0.2	0.2	
k	-1.720638	-2	0.01786749	5.593006	-2	2	4	
t0	9.907911	0	11.72449	3.447474	0	20	20	

Non-varying parameters:
Label	Value
mean	predicted	
x	rat	
tmed	tmed	


Annealing regime:
Initial temp	Rt	ns	nt
5	0.975	20	100

Variance - Covariance Matrix:
	MR	b	k	t0
MR	1.203053	-0.4585506	4.165792	-3.446327	
b	-0.4585506	0.2546116	-2.289718	1.204904	
k	4.165792	-2.289718	31.28172	-13.25703	
t0	-3.446327	1.204904	-13.25703	11.88508	

Source data
rat	tmed	predicted	
0.4759616	11.81506	0.1240317	
0.3003152	11.736	0.1264536	
0.3938742	11.01136	0.1690569	
0.3736255	10.63505	0.2132152	
0.1600306	10.74701	0.1981143	
0.1650547	10.92373	0.1777004	
0.1405044	10.65338	0.2106262	
0.2793442	10.13953	0.2989858	
0.2575962	11.37159	0.1423972	
0.2420352	10.44594	0.2425545	
0.2945809	10.68331	0.2064963	
0.1342082	10.97178	0.1728446	
0.2948654	10.09672	0.3075175	
0.1885472	10.88113	0.182248	
0.1472617	11.48234	0.13659	
0.1241091	10.91439	0.1786784	
0.1573864	11.61667	0.1307305	
0.2249388	9.9215	0.3432634	
0.6260474	10.40382	0.2497152	
0.4121322	10.34639	0.2598188	
0.5715017	9.428958	0.4394651	
0.5446219	9.050484	0.4963181	
0.4744601	9.207542	0.4750447	
0.5349582	9.288868	0.4627153	
0.3405907	8.983948	0.5043244	
0.5210497	8.392047	0.5525814	
0.4548816	9.816253	0.3648976	
0.5954203	8.801879	0.5233065	
0.5923556	8.94437	0.5088091	
0.4001922	9.426972	0.4398116	
0.4739078	8.407901	0.551737	
0.4527148	9.156835	0.4822801	
0.4141188	9.872912	0.3532668	
0.4945938	9.220841	0.4730892	
0.4601859	10.06176	0.3145627	
0.5061606	8.12988	0.5639721	
0.1543426	15.39656	0.1067344	
0.1832787	15.09243	0.1067605	
0.1523323	14.97087	0.1067754	
